Business (Nigeria)	Express intent to cooperate	Citizen (Nigeria)
Democratic Party (Nigeria)	Provide aid	Government (Nigeria)
Ministry (Nigeria)	Investigate	Nigeria
African Union	Appeal for diplomatic cooperation (such as policy support)	Donald Trump
Africa	Make an appeal or request	Executive Office of the President
Song Young Moo	Make an appeal or request	Spain
Police (South Korea)	Use conventional military force	Business (South Korea)
Russia	Criticize or denounce	Canada
United Kingdom	Consult	Japan
Japan	Consult	United Kingdom
China	Express intent to mediate	Bangladesh
China	Express intent to mediate	Myanmar
Chrystia Freeland	Consult	Foreign Affairs (South Korea)
Foreign Affairs (South Korea)	Consult	Chrystia Freeland
Turkish Kurds	Criticize or denounce	Turkey
Turkish Kurds	Make an appeal or request	Unidentified State Actor
Foreign Affairs (Italy)	Make a visit	Klaus Johannis
Klaus Johannis	Host a visit	Foreign Affairs (Italy)
Klaus Johannis	Praise or endorse	Foreign Affairs (Italy)
Citizen (France)	Accuse	Emmanuel Macron
Government (Serbia)	Reject	Oliver Ivanovic
Police (Russia)	Make statement	Business (Russia)
Palestinian Territory, Occupied	Demand mediation	United States
Legislature (Czech Republic)	Reject	Andrej Babis
Militant (Iraq)	Use unconventional violence	Syria
Paul Kagame	Make statement	Libya
Paul Kagame	Make statement	Rwanda
Human Rights Group (Russia)	Make statement	Attacker (Russia)
Police (Australia)	Expel or deport individuals	Men (Australia)
Citizen (Japan)	Appeal for diplomatic cooperation (such as policy support)	Shinzo Abe
Government (Nigeria)	Make statement	Independent National Electoral Commission
Police (Mozambique)	Provide humanitarian aid	Children (Mozambique)
Party Member (Nigeria)	Praise or endorse	Militant (Nigeria)
Timipre Sylva	Make an appeal or request	Seriake Dickson
Senate (Nigeria)	Make statement	Seriake Dickson
Children (Nigeria)	Threaten	Nigeria
Children (Nigeria)	Threaten	Government (Nigeria)
Eric Omare	Make an appeal or request	Government (Nigeria)
Eric Omare	Make an appeal or request	Military (Nigeria)
Citizen (Nigeria)	Accuse	Inspector General (Nigeria)
Igor Dodon	Express intent to meet or negotiate	Moldova
Igor Dodon	Make statement	Pavel Filip
Election Commission (Russia)	Make statement	Employee (Russia)
Media Personnel (Czech Republic)	Make statement	Milos Zeman
Police (Myanmar)	Use conventional military force	Protester (Myanmar)
Protester (Myanmar)	Demonstrate or rally	Police (Myanmar)
Military Personnel - Special (Myanmar)	Make an appeal or request	Citizen (Myanmar)
Police (Myanmar)	Mobilize or increase police power	Myanmar
Italy	Express intent to engage in diplomatic cooperation (such as policy support)	United Nations
Tunisia	Express intent to engage in diplomatic cooperation (such as policy support)	United Nations
Ministry (Italy)	Make statement	Italy
Angelino Alfano	Praise or endorse	Government (Tunisia)
Jean-Claude Juncker	Make optimistic comment	Donald Tusk
Court Judge (South Africa)	Arrest, detain, or charge with legal action	Men (South Africa)
Ashraf Ghani Ahmadzai	Consult	Mike Pence
Mike Pence	Consult	Ashraf Ghani Ahmadzai
Atta Mohammed Nur	Praise or endorse	Mike Pence
Health Ministry (Sri Lanka)	Make statement	Cabinet / Council of Ministers / Advisors (Sri Lanka)
Government Official (Sri Lanka)	Make statement	Cabinet / Council of Ministers / Advisors (Sri Lanka)
Turkey	Threaten	Syria
Main Opposition (New Democracy)	Accuse	Government (Greece)
Head of Government (France)	Make an appeal or request	United Kingdom
France	Expel or deport individuals	Citizen (France)
Chibuike Rotimi Amaechi	Consult	Information / Communication / Transparency Ministry (Nigeria)
Chibuike Rotimi Amaechi	Consult	Media Personnel (Nigeria)
Information / Communication / Transparency Ministry (Nigeria)	Consult	Chibuike Rotimi Amaechi
Media Personnel (Nigeria)	Consult	Chibuike Rotimi Amaechi
Government (Nigeria)	Yield	Citizen (Nigeria)
All Progressives Congress	Appeal for change in leadership	Muhammadu Buhari
Head of Government (Nigeria)	Appeal for change in leadership	Muhammadu Buhari
Ministry (Australia)	Praise or endorse	Police (Australia)
Children (India)	Demonstrate or rally	Police (India)
Police (Russia)	Make an appeal or request	Oversight Court (Russia)
Democratic Party (Indonesia)	Consult	Workers' Party (South Korea)
Workers' Party (South Korea)	Consult	Democratic Party (Indonesia)
Azerbaijan	Engage in diplomatic cooperation	Lithuania
Lithuania	Engage in diplomatic cooperation	Azerbaijan
Human Rights Group (Russia)	Make statement	Russia
Chechnya	Arrest, detain, or charge with legal action	Muslim (Russia)
United States	Rally support on behalf of	Vladimir Putin
Rex Tillerson	Make statement	International
Rex Tillerson	Make statement	South Korea
International	Express intent to cooperate	Canada
Canada	Express intent to cooperate	International
Chrystia Freeland	Make statement	North Korea
Rights Activist (India)	Accuse	Citizen (India)
Justice Department/Ministery (India)	Make statement	India
Member of the Judiciary (India)	Make statement	Suresh Kumar
Ministry (India)	Investigate	Citizen (India)
India	Consult	Minister Patnaik
Minister Patnaik	Consult	India
India	Make an appeal or request	Minister Patnaik
India	Rally opposition against	Lok Sabha
Russia	Arrest, detain, or charge with legal action	Priest (Russia)
Russia	Demand	Cleric (Russia)
Islamic Courts Union	Use conventional military force	Somalia
Ma Xiaoguang	Make statement	Taiwan
Donald Tusk	Make statement	Belgium
European Parliament	Make a visit	France
France	Host a visit	European Parliament
Head of Government (Bulgaria)	Engage in diplomatic cooperation	Russia
Mohammad Javad Zarif	Make optimistic comment	Syria
Senate of Pakistan	Make statement	United States
European Parliament	Consult	Jean-Claude Juncker
Jean-Claude Juncker	Consult	European Parliament
Lee Myung Bak	Accuse	Moon Jae-in
Lawmaker (South Korea)	Criticize or denounce	Park Won-soon
Protester (Bosnia and Herzegovina)	Demonstrate or rally	Foreign Affairs (Croatia)
Elmar Mammadyarov	Consider policy option	Jean-Yves Le Drian
Department of State	Make a visit	Pakistan
Pakistan	Host a visit	Department of State
Pakistan	Make statement	Army Personnel (India)
Head of Government (Egypt)	Express intent to meet or negotiate	Abdel Fattah Al-Sisi
Head of Government (Palestinian Territory, Occupied)	Criticize or denounce	Donald Trump
Syria	Express intent to meet or negotiate	Russia
Syria	Make a visit	United States
United States	Host a visit	Syria
Police (Russia)	Physically assault	Citizen (Russia)
Ministry (Russia)	Express intent to meet or negotiate	Businessperson (Russia)
Buddhist (Myanmar)	Demonstrate or rally	Unspecified Actor
Protester (Myanmar)	Protest violently, riot	Police (Myanmar)
Palestine Liberation Organization	Criticize or denounce	United States
António Manuel de Oliveira Guterres	Make optimistic comment	United States
Klaus Johannis	Consult	Political Parties (Romania)
Political Parties (Romania)	Consult	Klaus Johannis
Klaus Johannis	Express intent to meet or negotiate	Democratic Union of Hungarians in Romania
Aladdin Boroujerdi	Make empathetic comment	Citizen (Iran)
Aladdin Boroujerdi	Make statement	Member of Legislative (Govt) (Iran)
Luiz Inacio Lula Da Silva	Make statement	Brazil
Police (Myanmar)	fight with small arms and light weapons	Buddhist (Myanmar)
Salman bin Abdulaziz al-Saud	Engage in negotiation	Nursultan Nazarbayev
Nursultan Nazarbayev	Engage in negotiation	Salman bin Abdulaziz al-Saud
Defense / Security Ministry (Estonia)	Sign formal agreement	Business (Estonia)
Business (Estonia)	Sign formal agreement	Defense / Security Ministry (Estonia)
Head of Government (Qatar)	Make statement	Qatar
Ministry (Guinea)	Make a visit	Faure Gnassingbe
Faure Gnassingbe	Host a visit	Ministry (Guinea)
Mohamed Benmeradi	Consult	Soumeylou Boubèye Maiga
Soumeylou Boubèye Maiga	Consult	Mohamed Benmeradi
Ian Khama	Make statement	Shaw Kgathi
Ian Khama	Make an appeal or request	Citizen (Zimbabwe)
India	Sign formal agreement	Sri Lanka
Sri Lanka	Sign formal agreement	India
Zhang Youxia	Make statement	Military (China)
Citizen (Denmark)	Sexually assault	Media Personnel (Sweden)
Chechnya	Use tactics of violent repression	Activist (Russia)
Iran	Engage in diplomatic cooperation	Senegal
Senegal	Engage in diplomatic cooperation	Iran
Iran	Express intent to engage in diplomatic cooperation (such as policy support)	Government (Qatar)
Member of Legislative (Govt) (Qatar)	Praise or endorse	Government (Iran)
Hassan Rouhani	Praise or endorse	Iraq
Hassan Rouhani	Make optimistic comment	Iraq
Student (Venezuela)	Demonstrate or rally	Unspecified Actor
Citizen (South Africa)	Express intent to meet or negotiate	Lawyer/Attorney (South Africa)
National Prosecuting Authority	Express intent to meet or negotiate	Lawyer/Attorney (South Africa)
Abdulaziz Kamilov	Consult	National Security Advisor (United States)
National Security Advisor (United States)	Consult	Abdulaziz Kamilov
Hospodářské noviny	Make statement	Milos Zeman
China	Make statement	UN Security Council
Rebel Commander (Moro National Liberation Front)	Make statement	Moro National Liberation Front
Media Personnel (Somalia)	Make statement	Military (Somalia)
Media Personnel (Somalia)	Make statement	Somali National Army
Kazakhstan	Sign formal agreement	United States
United States	Sign formal agreement	Kazakhstan
Party Member (Canada)	Make statement	Justin Trudeau
Head of Government (Canada)	Make statement	Government (Canada)
Court Judge (Canada)	Make an appeal or request	Men (Canada)
National Coalition for Syrian Revolutionary and Opposition Forces	Criticize or denounce	United States
Rex Tillerson	Demand	Unidentified State Actor
Russia	Arrest, detain, or charge with legal action	Children (Russia)
Citizen (Georgia)	Use unconventional violence	Police (Georgia)
Assembly of Turkmenistan	Make statement	Turkmenistan
Manuchehr Mottaki	Make optimistic comment	Japan
Manuchehr Mottaki	Make optimistic comment	Iran
Iran	Criticize or denounce	Military (United States)
Head of Government (Iran)	Criticize or denounce	Military (United States)
Hassan Rouhani	Criticize or denounce	Military (United States)
Head of Government (Iran)	Praise or endorse	Government (Syria)
Iran	Express intent to engage in diplomatic cooperation (such as policy support)	Syria
Head of Government (Iran)	Demand	Iran
Head of Government (Iran)	Demand	Syria
Iran	Praise or endorse	Iraq
European Union	Engage in diplomatic cooperation	Thailand
Thailand	Engage in diplomatic cooperation	European Union
Raimonds Vejonis	Make statement	Latvia
Latvia	Praise or endorse	Georgia
European Union	Give ultimatum	Poland
European Union	Consult	European Parliament
European Parliament	Consult	European Union
Citizen (Lithuania)	Make an appeal or request	Constitutional Court (Lithuania)
Police (Taiwan)	Arrest, detain, or charge with legal action	Immigrants (Taiwan)
United States	Impose embargo, boycott, or sanctions	Men (Taiwan)
World Tourism Organization	Engage in diplomatic cooperation	Ministry of Tourism (Bulgaria)
Ministry of Tourism (Bulgaria)	Engage in diplomatic cooperation	World Tourism Organization
Media Personnel (Iran)	Criticize or denounce	United States
Social Democratic Party	Express intent to engage in diplomatic cooperation (such as policy support)	Viorica Dăncilă
Social Democratic Party	Express intent to engage in diplomatic cooperation (such as policy support)	Main Opposition (Romania)
Liberals (Romania)	Express intent to engage in diplomatic cooperation (such as policy support)	Viorica Dăncilă
Liberals (Romania)	Express intent to engage in diplomatic cooperation (such as policy support)	Main Opposition (Romania)
Social Democratic Party (Romania)	Express intent to engage in diplomatic cooperation (such as policy support)	Viorica Dăncilă
Social Democratic Party (Romania)	Express intent to engage in diplomatic cooperation (such as policy support)	Main Opposition (Romania)
Congress for Democracy and Progress	Criticize or denounce	Government (Burkina Faso)
Member of the Judiciary (Hong Kong)	Use tactics of violent repression	Joshua Wong
Hassan Rouhani	Praise or endorse	Qatar
Mevlut Cavusoglu	Meet at a 'third' location	Cabinet / Council of Ministers / Advisors (United States)
Cabinet / Council of Ministers / Advisors (United States)	Meet at a 'third' location	Mevlut Cavusoglu
Kenneth Roth	Make statement	United States
Jan Egeland	Appeal for policy change	Government (United States)
Police (France)	Confiscate property	France
France	Investigate	Business (France)
Police (Sudan)	Arrest, detain, or charge with legal action	Communist Party (Sudan)
Jean-Claude Juncker	Express intent to engage in diplomatic cooperation (such as policy support)	United Kingdom
Burkina Faso	Host a visit	Roch Marc Christian Kaboré
Member of the Judiciary (Burkina Faso)	Consult	Roch Marc Christian Kaboré
Roch Marc Christian Kaboré	Make a visit	Burkina Faso
Roch Marc Christian Kaboré	Consult	Member of the Judiciary (Burkina Faso)
Africa	Praise or endorse	Ivorian Popular Front
Chishimba Kambwili	Make statement	Main Opposition (Zambia)
Chishimba Kambwili	Demand	Citizen (Zambia)
Chishimba Kambwili	Make statement	Zambia
Media Personnel (China)	Make statement	Taiwan
Foreign Affairs (Russia)	Make an appeal or request	Other Authorities / Officials (United States)
Legislature (Romania)	Praise or endorse	Viorica Dăncilă
Emmanuel Macron	Defend verbally	United Kingdom
Ministry (Greece)	Praise or endorse	Emmanuel Macron
Citizen (Palestinian Territory, Occupied)	Criticize or denounce	United States
Court Judge (Central African Republic)	Make an appeal or request	Public Courts (Central African Republic)
Nursultan Nazarbayev	Consult	Businessperson (United States)
Businessperson (United States)	Consult	Nursultan Nazarbayev
Rick Perry	Consult	Nursultan Nazarbayev
Nursultan Nazarbayev	Consult	Rick Perry
Nursultan Nazarbayev	Engage in negotiation	Donald Trump
Donald Trump	Engage in negotiation	Nursultan Nazarbayev
Head of Government (Kazakhstan)	Make an appeal or request	Company - Owner or Operator (Kazakhstan)
Rick Perry	Praise or endorse	Nursultan Nazarbayev
Media (Bulgaria)	Consult	Bulgarian Socialist Party
Bulgarian Socialist Party	Consult	Media (Bulgaria)
Karim Khalili	Make statement	High Peace Council
UN Security Council	Praise or endorse	Afghanistan
Iran	Host a visit	Oman
Iran	Host a visit	Lebanon
Oman	Make a visit	Iran
Lebanon	Make a visit	Iran
Detainee (Turkey)	Accede to demands for rights	Employee (Turkey)
Emmanuel Macron	Express intent to meet or negotiate	Angela Merkel
Angela Merkel	Express intent to meet or negotiate	Emmanuel Macron
Police (Myanmar)	fight with small arms and light weapons	Protester (Myanmar)
Ahmad al-Tayyib	Praise or endorse	Israel
Nursultan Nazarbayev	Express intent to meet or negotiate	United Nations
Nursultan Nazarbayev	Express intent to meet or negotiate	UN Security Council
Vladimir Putin	Make an appeal or request	Citizen (Russia)
Citizen (Russia)	Conduct strike or boycott	Unspecified Actor
South Africa	Provide humanitarian aid	Head of Government (Zimbabwe)
Egyptian Armed Forces	Destroy property	Egypt
European Parliament	Meet at a 'third' location	Jean-Claude Juncker
Jean-Claude Juncker	Meet at a 'third' location	European Parliament
Germany	Deny responsibility	Lawyer/Attorney (Germany)
Andrej Plenkovic	Make statement	Defense / Security Ministry (Ukraine)
Azerbaijan	Arrest, detain, or charge with legal action	Citizen (Azerbaijan)
United Kingdom	Express intent to meet or negotiate	France
France	Express intent to meet or negotiate	United Kingdom
Amir Hatami	Deny responsibility	Foreign Affairs (Germany)
Amir Hatami	Reject	Foreign Affairs (Germany)
South African Police Service	Engage in diplomatic cooperation	Other Authorities / Officials (South Africa)
Lawyer/Attorney (Japan)	Cooperate economically	Business (Japan)
Court Judge (India)	Make an appeal or request	Member of the Judiciary (India)
Nicolás Maduro	Make statement	Colombia
Juan Manuel Santos	Make an appeal or request	Citizen (Venezuela)
Brazil	Make a visit	Switzerland
Switzerland	Host a visit	Brazil
Federal Judge (Brazil)	Criticize or denounce	Citizen (Brazil)
Federal Judge (Brazil)	Arrest, detain, or charge with legal action	Citizen (Brazil)
Sergey Viktorovich Lavrov	Make a visit	United States
United States	Host a visit	Sergey Viktorovich Lavrov
Singapore	Arrest, detain, or charge with legal action	Citizen (Singapore)
Singapore	Arrest, detain, or charge with legal action	Citizen (Malaysia)
Mozambique	Host a visit	Emmerson Mnangagwa
Emmerson Mnangagwa	Make a visit	Mozambique
France	Demand	Militia (Syrian Kurds)
Islamic Development Bank	Sign formal agreement	Government (Gambia)
Government (Gambia)	Sign formal agreement	Islamic Development Bank
Defense / Security Ministry (China)	Make statement	China
Zimbabwe	Make pessimistic comment	Emmerson Mnangagwa
Armed Forces of the Islamic Republic of Iran	Demand diplomatic cooperation (such as policy support)	Women (Philippines)
United Nations	Appeal for diplomatic cooperation (such as policy support)	Russia
Russia	Discuss by telephone	Turkey
Turkey	Discuss by telephone	Russia
Yoweri Museveni	Accuse	United Nations
Other Authorities / Officials (Pakistan)	Arrest, detain, or charge with legal action	Criminal (Pakistan)
Police (Pakistan)	Make statement	Reuters
Police (Pakistan)	Investigate	Citizen (Pakistan)
Dipak Misra	Criticize or denounce	Citizen (India)
Dipak Misra	Criticize or denounce	Court Judge (India)
European Commission	Consult	Andrej Plenkovic
Andrej Plenkovic	Consult	European Commission
Military (Syria)	Occupy territory	Citizen (Syria)
Government (Bahrain)	Return, release person(s)	Citizen (Bahrain)
Foreign Affairs (Israel)	Praise or endorse	United States
Jens Stoltenberg	Discuss by telephone	Turkey
Turkey	Discuss by telephone	Jens Stoltenberg
Police (Israel)	Arrest, detain, or charge with legal action	Citizen (Palestinian Territory, Occupied)
Giorgi Gakharia	Sign formal agreement	Domestic Affairs (Turkey)
Domestic Affairs (Turkey)	Sign formal agreement	Giorgi Gakharia
Domestic Affairs (Turkey)	Express intent to meet or negotiate	Georgia
Petro Poroshenko	Praise or endorse	United States
Ukraine	Praise or endorse	United States
Head of Government (Kazakhstan)	Investigate	Kazakhstan
Police (Russia)	Accuse	Children (Russia)
Kazakhstan	Express intent to provide material aid	Afghanistan
Donald Trump	Make statement	Kazakhstan
Angela Merkel	Express intent to meet or negotiate	Bulgaria
Citizen (Israel)	Express intent to meet or negotiate	Israel
Sigmar Gabriel	Consult	Jacek Czaputowicz
Jacek Czaputowicz	Consult	Sigmar Gabriel
Jacek Czaputowicz	Make statement	Sigmar Gabriel
Head of Government (Romania)	Engage in negotiation	Political Parties (Romania)
Political Parties (Romania)	Engage in negotiation	Head of Government (Romania)
Klaus Johannis	Consult	Liberals (Romania)
Klaus Johannis	Consult	Social Democratic Party (Romania)
Liberals (Romania)	Consult	Klaus Johannis
Social Democratic Party (Romania)	Consult	Klaus Johannis
Main Opposition (Syria)	Criticize or denounce	United States
Syria	Criticize or denounce	Border Security Force
Turkish Armed Forces	Make empathetic comment	Citizen (Turkey)
Senate of Gabon	Consult	Zhang Dejiang
Zhang Dejiang	Consult	Senate of Gabon
Military Personnel - Special (Afghanistan)	Use conventional military force	Combatant (Afghanistan)
United Nations	Meet at a 'third' location	Yoweri Museveni
Yoweri Museveni	Meet at a 'third' location	United Nations
Yoweri Museveni	Make statement	United Nations
European Union	Sign formal agreement	International
International	Sign formal agreement	European Union
Media Personnel (Singapore)	Make statement	Police (Singapore)
Iran	Engage in diplomatic cooperation	Oman
Iran	Praise or endorse	Company - Owner or Operator (Oman)
Company - Owner or Operator (Oman)	Express intent to cooperate economically	Iran
Iran	Praise or endorse	Yemen
Russia	Criticize or denounce	United Kingdom
Russia	Make statement	Theresa May
Media Personnel (Russia)	Make statement	Defense / Security Ministry (United Kingdom)
United Kingdom	Express intent to engage in diplomatic cooperation (such as policy support)	France
France	Express intent to engage in diplomatic cooperation (such as policy support)	United Kingdom
Theresa May	Make an appeal or request	Employee (United Kingdom)
Angela Merkel	Express intent to meet or negotiate	France
Bruno Le Maire	Consult	Peter Altmaier
Peter Altmaier	Consult	Bruno Le Maire
Chongwadai	Make statement	National Intelligence Service
Dmitry Olegovich Rogozin	Make statement	Interfax
Ashraf Ghani Ahmadzai	Make statement	Civic Group (Afghanistan)
Ashraf Ghani Ahmadzai	Make statement	Government Official (Afghanistan)
Police (Kosovo)	Make statement	Special Court (Kosovo)
Congress of South African Trade Unions	Criticize or denounce	National Prosecuting Authority
Liberals (Romania)	Make statement	Social Democratic Party (Romania)
National Liberal Party (Romania)	Make statement	Liberals (Romania)
Jean-Claude Juncker	Make statement	United Kingdom
Head of Government (Holy See (Vatican City State))	Make statement	Government (Holy See (Vatican City State))
Egyptian Army	Arrest, detain, or charge with legal action	Citizen (Egypt)
Sebastian Kurz	Consult	Angela Merkel
Angela Merkel	Consult	Sebastian Kurz
Nigeria	Arrest, detain, or charge with legal action	Children (Nigeria)
Petro Poroshenko	Make an appeal or request	International
Egypt	Criticize or denounce	Turkey
Egypt	Make an appeal or request	Unidentified State Actor
United States	Express intent to provide military aid	Military Personnel - Special (Syria)
Turkey	fight with artillery and tanks	Syria
Social Democratic Party (Germany)	Appeal for diplomatic cooperation (such as policy support)	Social Democratic Party
Government (Japan)	Make optimistic comment	Citizen (Japan)
Taro Kono	Engage in negotiation	Rex Tillerson
Rex Tillerson	Engage in negotiation	Taro Kono
Social Democratic Party	Criticize or denounce	Andrej Plenkovic
Police (Germany)	Make statement	Police (Poland)
Police (Poland)	Use conventional military force	Poland
Citizen (Syria)	Yield	Bashar al-Assad
Armed Rebel (Syria)	Yield	Bashar al-Assad
Insurgent (Syria)	Use unconventional violence	Citizen (Syria)
United Kingdom	Host a visit	France
France	Make a visit	United Kingdom
John Pombe Magufuli	Make statement	Tanzania
Tanzania	Demand	Indigenous People (India)
Tanzania	Demand	Citizen (Tanzania)
Tanzania	Demand	Lawyer/Attorney (Tanzania)
Egypt	Consult	Ethiopia
Ethiopia	Consult	Egypt
Foreign Affairs (Turkey)	Discuss by telephone	Syria
Syria	Discuss by telephone	Foreign Affairs (Turkey)
Vishva Hindu Parishad	Accuse	Narendra Modi
Citizen (Croatia)	Accuse	Government (Croatia)
Ministry (Croatia)	Make an appeal or request	Citizen (Croatia)
Croatia	Host a visit	Miro Cerar
Miro Cerar	Make a visit	Croatia
Miro Cerar	Make statement	Slovenia
UN Security Council	Consult	Nursultan Nazarbayev
Nursultan Nazarbayev	Consult	UN Security Council
Legislature (Estonia)	Praise or endorse	High Ranking Military Personnel (Estonia)
Haile-Mariam Desalegne	Express intent to meet or negotiate	Abdel Fattah Al-Sisi
Police (Slovenia)	Arrest, detain, or charge with legal action	Immigrants (Pakistan)
Sergey Viktorovich Lavrov	Consult	Richard Haass
Richard Haass	Consult	Sergey Viktorovich Lavrov
Sergey Viktorovich Lavrov	Consult	Mevlut Cavusoglu
Mevlut Cavusoglu	Consult	Sergey Viktorovich Lavrov
Russia	Discuss by telephone	Mevlut Cavusoglu
Mevlut Cavusoglu	Discuss by telephone	Russia
Russia	Consult	Sergey Viktorovich Lavrov
Russia	Consult	Mevlut Cavusoglu
Sergey Viktorovich Lavrov	Consult	Russia
Mevlut Cavusoglu	Consult	Russia
Bank (Singapore)	Make statement	Police (Singapore)
Angela Merkel	Appeal for diplomatic cooperation (such as policy support)	Social Democratic Party (Germany)
Klaus Johannis	Consult	Democratic Union of Hungarians in Romania
Democratic Union of Hungarians in Romania	Consult	Klaus Johannis
Ministry (Latvia)	Make statement	Latvia
Shahid Khaqan Abbasi	Make statement	Army Personnel (India)
Abdul Gaffar	Make an appeal or request	Police (India)
Abdul Gaffar	Make statement	Police (India)
Farm Worker (India)	Host a visit	Benjamin Netanyahu
Benjamin Netanyahu	Make a visit	Farm Worker (India)
Association of American Publishers	Make an appeal or request	Anil Baijal
Democratic Republic of Congo	Express intent to cooperate	Angola
Governor (Angola)	Consult	Democratic Republic of Congo
Democratic Republic of Congo	Consult	Governor (Angola)
France	Criticize or denounce	Government (France)
Protester (France)	Protest violently, riot	Unspecified Actor
Other Authorities / Officials (El Salvador)	Express intent to engage in diplomatic cooperation (such as policy support)	Qatar
El Salvador	Express intent to engage in diplomatic cooperation (such as policy support)	Qatar
Military Judge (Israel)	Demand	Children (Palestinian Territory, Occupied)
Presidential Press Service (Nigeria)	Express intent to cooperate	Citizen (Nigeria)
People Associated with the Opposition (Kenya)	Express intent to meet or negotiate	Jubilee USA Network
Health Ministry (Indonesia)	Make statement	Government (Indonesia)
Cabinet / Council of Ministers / Advisors (Ukraine)	Provide aid	Refugee (Ukraine)
Brazil	Arrest, detain, or charge with legal action	Ministry (Brazil)
Narendra Modi	Host a visit	Israel
Israel	Make a visit	Narendra Modi
Senate (Philippines)	Criticize or denounce	House of Representatives (Philippines)
Citizen (Philippines)	Accuse	Lawmaker (Philippines)
Andrej Plenkovic	Make statement	Croatia
Moldova	Host a visit	NTV
NTV	Make a visit	Moldova
Media Personnel (Afghanistan)	Make statement	Cleric (Pakistan)
Rex Tillerson	Express intent to meet or negotiate	Poland
Germany	Deny responsibility	Poland
Germany	Reject	Poland
Ministry (Slovakia)	Accede to requests or demands for political reform	Cabinet / Council of Ministers / Advisors (Slovakia)
Theresa May	Yield	Emmanuel Macron
Malcolm Bligh Turnbull	Express intent to meet or negotiate	National Security Advisor (Japan)
Japan	Express intent to engage in diplomatic cooperation (such as policy support)	Australia
Citizen (Sweden)	Use unconventional violence	Sweden
Teodor Viorel Melescanu	Express intent to cooperate	Angelino Alfano
Director General (Philippines)	Make statement	Philippines
Imee Marcos	Make statement	Philippines
Police (Philippines)	Arrest, detain, or charge with legal action	Abu Sayyaf
Rodrigo Duterte	Consult	Moro Islamic Liberation Front
Moro Islamic Liberation Front	Consult	Rodrigo Duterte
Miguel Zubiri	Make statement	Senate (Philippines)
Government (Philippines)	Express intent to engage in diplomatic cooperation (such as policy support)	Citizen (Philippines)
Domestic Affairs (Philippines)	Engage in negotiation	Other Authorities / Officials (Philippines)
Other Authorities / Officials (Philippines)	Engage in negotiation	Domestic Affairs (Philippines)
Vitaliano Aguirre II	Demand	Citizen (Philippines)
Police (Algeria)	Criticize or denounce	Criminal (Algeria)
Police (Algeria)	Criticize or denounce	Citizen (Algeria)
European Union	Express intent to engage in diplomatic cooperation (such as policy support)	Palestinian Territory, Occupied
Luxembourg	Express intent to engage in diplomatic cooperation (such as policy support)	Palestinian Territory, Occupied
Jean Asselborn	Appeal for diplomatic cooperation (such as policy support)	European Union
Jean Asselborn	Make an appeal or request	France
Men (Russia)	Use unconventional violence	Rights Activist (Russia)
Citizen (Kosovo)	Use unconventional violence	Oliver Ivanovic
Leo Varadkar	Deny responsibility	Nigel Farage
Leo Varadkar	Reject	Nigel Farage
Protester (South Africa)	Protest violently, riot	Unspecified Actor
United Nations Development Programme	Engage in diplomatic cooperation	Kyrgyzstan
Kyrgyzstan	Engage in diplomatic cooperation	United Nations Development Programme
United Nations Development Programme	Consult	Sapar Isakov
Sapar Isakov	Consult	United Nations Development Programme
Sigmar Gabriel	Make statement	Poland
International	Accuse	Government (Venezuela)
Andrej Plenkovic	Make statement	Government (Croatia)
Militant (Syria)	Sign formal agreement	Military (Syria)
Military (Syria)	Sign formal agreement	Militant (Syria)
Head of Government (Iran)	Praise or endorse	Iraq
Syria	Reject	Military (United States)
Human Rights Commission (Russia)	Make an appeal or request	Citizen (Russia)
Citizen (Afghanistan)	Criticize or denounce	Afghanistan
Israel	Refuse to release persons or property	Children (Palestinian Territory, Occupied)
Rights Activist (Israel)	Demonstrate or rally	Unspecified Actor
Party Member (Israel)	Make an appeal or request	Lawyer/Attorney (Israel)
Police (Pakistan)	Accuse	Other Authorities / Officials (Pakistan)
Police (Ethiopia)	Return, release person(s)	Citizen (Ethiopia)
Government (Ethiopia)	Express intent to release persons or property	Party Member (Ethiopia)
Odebrecht SA	Physically assault	Head of Government (Peru)
Somdy Douangdy	Consult	Peter Kazimír
Police (Laos)	Consult	Peter Kazimír
Peter Kazimír	Consult	Somdy Douangdy
Peter Kazimír	Consult	Police (Laos)
North Atlantic Treaty Organization	Provide military aid	Iraq
Court Judge (Russia)	Express intent to engage in diplomatic cooperation (such as policy support)	Vladimir Putin
Court Judge (Russia)	Praise or endorse	Vladimir Putin
Kelemen Hunor	Make statement	Social Democratic Party (Romania)
Angelino Alfano	Consult	Teodor Viorel Melescanu
Teodor Viorel Melescanu	Consult	Angelino Alfano
Labor Union (Romania)	Make statement	Romania
Klaus Johannis	Consult	Labor Union (Romania)
Labor Union (Romania)	Consult	Klaus Johannis
Angelino Alfano	Make a visit	Klaus Johannis
Klaus Johannis	Host a visit	Angelino Alfano
Klaus Johannis	Praise or endorse	Angelino Alfano
Angelino Alfano	Make statement	Romania
Activist (Hong Kong)	Demonstrate or rally	Unspecified Actor
Khalid bin Mohammad Al Attiyah	Criticize or denounce	Saudi Arabia
Citizen (Kosovo)	Engage in symbolic act	Serbia
Militant (Nigeria)	Make statement	Business (Nigeria)
Russia	Make an appeal or request	International Government Organizations
Russia	Make an appeal or request	Organization for Security and Cooperation in Europe
Al Qaeda	Criticize or denounce	Citizen (Pakistan)
Kazakhstan	Make pessimistic comment	Russia
